year,country,iso3,region,co2_emissions_mt,population_millions,co2_per_capita_t,co2_intensity_kg_per_gdp_usd,coal_pct,oil_pct,gas_pct,nuclear_pct,hydro_pct,solar_pct,wind_pct,other_renewables_pct,renewables_total_pct,fossil_total_pct,clean_baseload_pct,fossil_ratio,coal_to_gas_ratio,renewables_plus_nuclear_pct
2018,South Korea,KOR,Asia,637.0,50.5,12.62,0.9,28.54,31.19,16.02,2.0,10.13,3.66,3.31,5.15,22.25,75.75,12.13,3.403,1.7804,24.25
2019,South Korea,KOR,Asia,616.8,50.8,12.14,0.84,28.26,30.89,14.46,2.82,11.7,4.09,2.76,5.03,23.58,73.6,14.52,3.12,1.953,26.4
2020,South Korea,KOR,Asia,619.0,51.2,12.1,0.81,27.61,33.25,15.7,1.76,11.1,4.14,2.85,3.59,21.67,76.57,12.86,3.5318,1.7575,23.43
2021,South Korea,KOR,Asia,601.1,51.5,11.67,0.75,25.95,29.31,16.06,2.23,10.41,8.98,3.64,3.41,26.45,71.32,12.64,2.6954,1.6148,28.68
2022,South Korea,KOR,Asia,591.7,51.9,11.41,0.71,25.2,30.08,16.84,2.31,9.97,7.69,4.62,3.3,25.58,72.12,12.28,2.8183,1.4955,27.89
2023,South Korea,KOR,Asia,611.7,52.2,11.72,0.71,25.76,32.96,17.82,1.2,11.06,7.45,1.15,2.6,22.27,76.54,12.26,3.4354,1.4448,23.47
2024,South Korea,KOR,Asia,593.2,52.6,11.29,0.66,25.93,31.44,17.2,2.11,10.84,6.06,4.28,2.14,23.32,74.57,12.95,3.1963,1.5067,25.43
2025,South Korea,KOR,Asia,597.7,52.9,11.3,0.65,24.25,31.23,18.19,3.92,9.55,5.99,5.25,1.61,22.41,73.67,13.47,3.2859,1.3324,26.33
2026,South Korea,KOR,Asia,589.6,53.3,11.07,0.62,26.39,31.49,18.96,2.32,9.23,6.83,2.72,2.05,20.83,76.85,11.55,3.6876,1.3911,23.15
2000,Spain,ESP,Europe,310.9,40.8,7.62,1.52,14.68,41.14,25.91,9.33,3.49,0.0,0.07,5.38,8.94,81.73,12.82,9.1318,0.5664,18.27
2001,Spain,ESP,Europe,312.0,41.1,7.59,1.38,13.1,39.72,24.53,11.07,5.24,0.0,0.82,5.53,11.59,77.35,16.31,6.6681,0.5338,22.66
2002,Spain,ESP,Europe,304.4,41.4,7.35,1.22,14.04,38.95,25.76,9.24,6.28,0.21,2.56,2.95,12.01,78.75,15.52,6.5516,0.5448,21.25
2003,Spain,ESP,Europe,296.9,41.8,7.11,1.09,14.21,41.17,24.51,10.0,4.67,0.24,1.42,3.77,10.1,79.89,14.67,7.9021,0.5795,20.1
2004,Spain,ESP,Europe,304.8,42.1,7.24,1.03,13.54,39.84,25.13,9.13,6.11,1.99,0.5,3.76,12.37,78.51,15.24,6.3417,0.5386,21.5
2005,Spain,ESP,Europe,305.1,42.4,7.19,0.96,12.15,39.1,25.33,10.81,4.68,0.62,2.85,4.46,12.6,76.58,15.49,6.073,0.4795,23.41
2006,Spain,ESP,Europe,297.6,42.7,6.97,0.87,13.37,38.01,25.37,11.43,4.45,2.76,0.0,4.61,11.82,76.75,15.88,6.4877,0.5268,23.25
2007,Spain,ESP,Europe,297.8,43.1,6.92,0.81,12.0,39.13,23.55,10.55,5.99,1.42,2.29,5.08,14.78,74.68,16.54,5.0494,0.5093,25.33
2008,Spain,ESP,Europe,291.9,43.4,6.73,0.75,10.32,36.65,25.97,10.4,4.79,2.54,3.62,5.71,16.65,72.95,15.19,4.3788,0.3972,27.05
2009,Spain,ESP,Europe,288.3,43.7,6.6,0.69,10.89,38.44,26.1,10.59,4.12,1.73,3.11,5.02,13.98,75.43,14.71,5.3917,0.4171,24.57
2010,Spain,ESP,Europe,294.5,44.0,6.69,0.67,9.45,37.69,26.48,10.65,4.36,2.3,4.18,4.88,15.71,73.63,15.01,4.6838,0.3567,26.36
2011,Spain,ESP,Europe,286.7,44.3,6.47,0.62,11.03,36.62,25.67,8.73,5.14,2.97,4.07,5.77,17.95,73.33,13.87,4.083,0.4295,26.68
2012,Spain,ESP,Europe,282.1,44.7,6.32,0.57,11.17,37.07,25.0,9.72,4.67,1.92,5.85,4.6,17.05,73.23,14.39,4.2925,0.4466,26.77
2013,Spain,ESP,Europe,281.2,45.0,6.25,0.54,10.49,36.63,23.72,9.06,6.54,4.28,4.41,4.87,20.1,70.84,15.6,3.5226,0.4421,29.16
2014,Spain,ESP,Europe,265.7,45.3,5.87,0.49,10.4,35.61,22.88,11.31,5.8,4.04,4.08,5.89,19.8,68.89,17.11,3.4775,0.4543,31.11
2015,Spain,ESP,Europe,262.8,45.6,5.76,0.46,9.52,33.28,24.29,12.88,4.92,3.8,4.67,6.64,20.03,67.09,17.8,3.3478,0.3918,32.91
2016,Spain,ESP,Europe,257.6,45.9,5.61,0.43,9.26,34.83,24.11,10.74,3.96,4.86,6.15,6.09,21.06,68.19,14.7,3.2364,0.3839,31.8
2017,Spain,ESP,Europe,246.9,46.3,5.34,0.4,9.15,35.58,26.12,8.67,2.79,6.32,6.42,4.94,20.47,70.85,11.46,3.4595,0.3502,29.14
2018,Spain,ESP,Europe,243.8,46.6,5.23,0.37,8.53,34.33,24.45,11.42,5.27,5.59,6.86,3.56,21.27,67.31,16.69,3.1631,0.3487,32.69
2019,Spain,ESP,Europe,232.3,46.9,4.95,0.34,8.68,31.82,24.5,10.06,4.23,5.41,9.18,6.13,24.94,65.0,14.29,2.6052,0.3541,35.0
2020,Spain,ESP,Europe,221.7,47.2,4.69,0.31,6.86,34.55,24.56,11.08,4.92,4.33,8.07,5.63,22.95,65.97,16.0,2.8733,0.2792,34.03
2021,Spain,ESP,Europe,226.5,47.6,4.76,0.31,7.63,32.37,23.82,11.59,4.84,6.95,7.29,5.5,24.58,63.82,16.43,2.5954,0.3202,36.17
2022,Spain,ESP,Europe,228.1,47.9,4.76,0.3,5.13,33.05,24.0,9.48,6.3,6.21,9.26,6.57,28.35,62.18,15.78,2.1925,0.2137,37.83
2023,Spain,ESP,Europe,232.0,48.2,4.81,0.29,5.97,33.05,24.88,9.86,5.6,8.69,8.0,3.94,26.23,63.91,15.46,2.4356,0.2399,36.09
2024,Spain,ESP,Europe,231.4,48.5,4.77,0.28,4.84,34.21,26.6,9.63,2.92,6.83,9.95,5.02,24.72,65.65,12.55,2.6547,0.1819,34.35
2025,Spain,ESP,Europe,226.6,48.8,4.64,0.27,5.42,30.94,25.32,10.07,5.44,7.64,9.87,5.31,28.26,61.67,15.51,2.1815,0.214,38.33
2026,Spain,ESP,Europe,221.1,49.2,4.5,0.25,4.09,32.5,25.9,11.2,5.44,7.06,9.23,4.58,26.31,62.49,16.64,2.3742,0.1579,37.51
2000,Sweden,SWE,Europe,55.0,8.9,6.17,1.23,14.48,36.62,24.43,9.52,7.19,0.0,0.31,7.45,14.95,75.53,16.71,5.0488,0.5925,24.47
2001,Sweden,SWE,Europe,56.1,9.0,6.24,1.13,14.9,39.88,24.17,11.6,3.87,0.74,0.0,4.84,9.45,78.95,15.47,8.3457,0.6162,21.05
2002,Sweden,SWE,Europe,55.0,9.1,6.07,1.01,12.76,40.59,24.64,8.75,6.23,0.11,1.1,5.82,13.26,77.98,14.98,5.8764,0.5176,22.01
2003,Sweden,SWE,Europe,54.7,9.1,5.99,0.92,14.69,37.84,26.36,10.16,4.79,0.84,0.0,5.33,10.95,78.89,14.95,7.198,0.5571,21.11
2004,Sweden,SWE,Europe,53.5,9.2,5.81,0.83,12.01,38.2,24.97,10.99,4.15,2.66,2.47,4.54,13.82,75.19,15.14,5.4367,0.4808,24.81
2005,Sweden,SWE,Europe,55.4,9.3,5.97,0.8,12.36,38.23,26.1,9.57,6.4,0.89,1.06,5.4,13.75,76.68,15.97,5.5727,0.4734,23.32
2006,Sweden,SWE,Europe,55.5,9.3,5.94,0.74,12.07,38.37,26.13,10.17,5.15,2.06,0.62,5.42,13.25,76.58,15.32,5.7753,0.4617,23.42
2007,Sweden,SWE,Europe,53.5,9.4,5.68,0.67,12.21,37.93,25.07,9.59,5.91,1.82,2.88,4.59,15.2,75.21,15.5,4.9448,0.4868,24.79
2008,Sweden,SWE,Europe,55.9,9.5,5.9,0.66,12.0,36.01,25.82,11.64,5.69,3.88,1.49,3.47,14.53,73.83,17.33,5.0777,0.4646,26.17
2009,Sweden,SWE,Europe,55.6,9.6,5.82,0.61,10.83,35.99,23.95,8.07,5.94,4.75,4.58,5.88,21.15,70.78,14.01,3.345,0.452,29.22
2010,Sweden,SWE,Europe,55.9,9.6,5.81,0.58,11.04,35.02,24.33,11.75,4.51,2.54,4.81,5.99,17.86,70.4,16.26,3.9396,0.4536,29.61
2011,Sweden,SWE,Europe,53.5,9.7,5.51,0.52,9.93,36.37,24.51,10.07,6.11,2.58,5.32,5.1,19.12,70.81,16.18,3.7015,0.405,29.19
2012,Sweden,SWE,Europe,51.5,9.8,5.27,0.48,12.65,36.45,24.78,10.52,4.64,1.89,4.35,4.72,15.6,73.88,15.16,4.7329,0.5103,26.12
2013,Sweden,SWE,Europe,49.4,9.8,5.02,0.44,8.78,37.52,23.95,10.08,5.48,4.28,4.79,5.13,19.68,70.24,15.56,3.5673,0.3664,29.76
2014,Sweden,SWE,Europe,47.6,9.9,4.8,0.4,8.73,35.29,24.77,8.99,5.21,4.52,5.16,7.34,22.22,68.79,14.2,3.0945,0.3523,31.21
2015,Sweden,SWE,Europe,43.8,10.0,4.39,0.35,9.36,36.16,25.32,9.3,5.86,4.05,5.36,4.6,19.86,70.84,15.16,3.5652,0.3695,29.16
2016,Sweden,SWE,Europe,42.0,10.1,4.18,0.32,7.81,33.09,24.36,10.8,5.16,6.44,6.86,5.49,23.94,65.26,15.96,2.7248,0.3205,34.74
2017,Sweden,SWE,Europe,40.5,10.1,4.01,0.3,10.01,33.56,24.26,9.67,6.33,5.06,5.7,5.41,22.51,67.83,16.0,3.012,0.4124,32.18
2018,Sweden,SWE,Europe,38.9,10.2,3.82,0.27,7.35,35.45,25.74,9.94,5.64,4.1,7.18,4.6,21.52,68.55,15.58,3.1839,0.2854,31.46
2019,Sweden,SWE,Europe,37.2,10.3,3.63,0.25,10.39,33.79,24.03,8.49,6.21,5.41,6.42,5.26,23.29,68.21,14.7,2.9275,0.4322,31.78
2020,Sweden,SWE,Europe,35.2,10.3,3.4,0.23,7.68,33.3,24.16,9.81,5.05,6.27,7.84,5.89,25.04,65.14,14.86,2.6004,0.3177,34.85
2021,Sweden,SWE,Europe,34.3,10.4,3.3,0.21,7.07,33.15,25.18,10.89,3.26,4.74,9.11,6.6,23.71,65.39,14.15,2.7567,0.2807,34.6
2022,Sweden,SWE,Europe,33.1,10.5,3.16,0.2,5.51,34.8,25.68,10.17,5.54,5.72,7.68,4.91,23.84,65.99,15.71,2.7669,0.2145,34.01
2023,Sweden,SWE,Europe,30.8,10.5,2.93,0.18,6.03,31.9,25.87,9.61,4.59,7.38,8.75,5.86,26.58,63.81,14.2,2.3998,0.233,36.19
2024,Sweden,SWE,Europe,30.1,10.6,2.84,0.17,5.13,33.13,26.21,10.68,3.99,6.37,9.99,4.5,24.85,64.47,14.67,2.5933,0.1957,35.53
2025,Sweden,SWE,Europe,28.6,10.7,2.68,0.15,4.03,34.13,25.0,11.44,5.16,8.19,9.65,2.41,25.4,63.16,16.6,2.4856,0.1611,36.84
2026,Sweden,SWE,Europe,27.9,10.8,2.6,0.14,4.01,33.08,26.33,8.52,5.13,7.14,10.62,5.17,28.06,63.42,13.65,2.2594,0.1522,36.58
2000,Thailand,THA,Asia,181.7,61.2,2.97,0.59,34.15,35.3,13.52,1.95,8.82,0.39,0.0,5.87,15.08,82.97,10.77,5.4983,2.524,17.03
2001,Thailand,THA,Asia,186.0,61.7,3.02,0.55,33.3,33.69,11.64,1.88,11.45,1.39,0.94,5.71,19.49,78.63,13.33,4.0323,2.8584,21.37
2002,Thailand,THA,Asia,191.9,62.2,3.09,0.51,33.01,35.51,12.52,1.49,9.69,0.0,1.36,6.41,17.46,81.05,11.18,4.6394,2.6345,18.95
2003,Thailand,THA,Asia,201.8,62.6,3.22,0.5,35.81,36.18,12.64,0.0,9.04,0.07,0.0,6.26,15.36,84.64,9.04,5.5068,2.8308,15.36
2004,Thailand,THA,Asia,213.5,63.1,3.38,0.48,33.5,33.33,14.01,1.34,9.64,1.0,1.67,5.52,17.83,80.83,10.98,4.5308,2.3894,19.17
2005,Thailand,THA,Asia,215.8,63.6,3.39,0.45,33.99,33.15,12.54,3.37,8.11,2.75,1.3,4.79,16.95,79.69,11.48,4.6987,2.7084,20.32
2006,Thailand,THA,Asia,222.1,64.1,3.46,0.43,31.45,35.28,14.61,2.08,10.0,0.96,1.04,4.57,16.58,81.34,12.08,4.903,2.1512,18.66
2007,Thailand,THA,Asia,233.0,64.6,3.61,0.42,32.61,35.88,13.68,1.24,8.74,2.04,0.32,5.5,16.59,82.17,9.98,4.95,2.382,17.83
2008,Thailand,THA,Asia,241.8,65.1,3.72,0.41,29.84,33.63,12.59,2.32,9.51,3.81,1.38,6.91,21.62,76.06,11.83,3.5164,2.3683,23.94
2009,Thailand,THA,Asia,253.6,65.5,3.87,0.41,30.73,33.22,13.28,2.58,10.74,3.19,1.83,4.44,20.2,77.23,13.32,3.8214,2.3123,22.78
2010,Thailand,THA,Asia,256.4,66.0,3.88,0.39,31.0,34.22,15.66,1.79,9.26,1.79,2.37,3.92,17.33,80.88,11.05,4.6644,1.9783,19.12
2011,Thailand,THA,Asia,265.5,66.5,3.99,0.38,31.33,33.16,13.88,3.95,8.47,4.58,1.99,2.64,17.68,78.36,12.42,4.4296,2.2556,21.63
2012,Thailand,THA,Asia,273.9,67.0,4.09,0.37,32.03,33.72,14.37,1.5,8.45,5.66,0.92,3.36,18.38,80.12,9.95,4.3567,2.2274,19.88
2013,Thailand,THA,Asia,274.2,67.5,4.06,0.35,30.79,31.4,14.26,3.56,10.65,3.17,2.05,4.13,19.99,76.45,14.21,3.8225,2.1577,23.55
2014,Thailand,THA,Asia,282.9,68.0,4.16,0.35,30.11,32.14,14.93,1.96,9.45,4.9,2.98,3.52,20.85,77.18,11.41,3.6999,2.0154,22.81
2015,Thailand,THA,Asia,290.2,68.4,4.24,0.34,28.28,32.24,17.77,1.56,9.92,4.16,2.22,3.84,20.15,78.29,11.48,3.8834,1.5906,21.71
2016,Thailand,THA,Asia,291.1,68.9,4.22,0.32,27.48,29.66,15.15,2.94,9.98,5.4,3.47,5.93,24.78,72.28,12.92,2.9157,1.8127,27.72
2017,Thailand,THA,Asia,302.6,69.4,4.36,0.32,28.83,30.18,16.29,3.27,11.58,3.51,3.08,3.26,21.43,75.3,14.85,3.5121,1.7687,24.7
2018,Thailand,THA,Asia,302.3,69.9,4.33,0.31,27.9,30.57,16.23,1.25,10.53,4.93,2.85,5.73,24.05,74.7,11.78,3.1047,1.718,25.3
2019,Thailand,THA,Asia,303.4,70.4,4.31,0.3,26.3,30.51,15.87,2.82,11.77,4.99,2.27,5.47,24.49,72.69,14.59,2.9669,1.6562,27.31
2020,Thailand,THA,Asia,293.1,70.8,4.14,0.28,28.41,31.09,16.7,1.6,8.63,5.28,3.16,5.13,22.2,76.2,10.23,3.4309,1.7002,23.8
2021,Thailand,THA,Asia,320.8,71.3,4.5,0.29,26.97,30.88,15.62,3.61,11.15,5.92,3.58,2.26,22.91,73.47,14.76,3.2055,1.7255,26.52
2022,Thailand,THA,Asia,313.2,71.8,4.36,0.27,26.98,31.83,17.01,2.2,9.62,5.38,2.96,4.02,21.98,75.82,11.82,3.4479,1.5852,24.18
2023,Thailand,THA,Asia,333.7,72.3,4.62,0.28,26.09,31.16,17.45,1.99,9.37,5.56,3.31,5.07,23.31,74.7,11.36,3.2033,1.4943,25.3
2024,Thailand,THA,Asia,322.8,72.8,4.44,0.26,27.45,30.91,17.48,1.55,10.12,5.62,5.27,1.61,22.61,75.84,11.67,3.3528,1.5695,24.16
2025,Thailand,THA,Asia,328.4,73.3,4.48,0.26,25.46,28.96,17.54,3.58,10.89,6.59,4.55,2.42,24.45,71.96,14.47,2.9419,1.4507,28.03
2026,Thailand,THA,Asia,323.9,73.7,4.39,0.24,25.31,31.08,18.38,2.48,9.75,8.04,2.92,2.06,22.76,74.77,12.23,3.2837,1.3763,25.24
2000,Turkey,TUR,MENA,226.8,74.0,3.07,0.61,0.13,50.51,45.93,0.02,1.75,0.0,0.0,1.66,3.4,96.58,1.77,28.3226,0.0028,3.42
2001,Turkey,TUR,MENA,237.6,74.5,3.19,0.58,1.98,49.65,44.56,0.0,0.0,0.0,1.34,2.47,3.81,96.19,0.0,25.1806,0.0444,3.81
2002,Turkey,TUR,MENA,247.8,75.1,3.3,0.55,0.14,48.87,44.01,0.11,1.45,0.1,2.15,3.16,6.86,93.02,1.56,13.54,0.0032,6.97
2003,Turkey,TUR,MENA,259.7,75.7,3.43,0.53,2.22,48.12,42.82,1.53,0.63,2.12,0.5,2.06,5.31,93.16,2.16,17.5113,0.0518,6.84
2004,Turkey,TUR,MENA,271.3,76.3,3.56,0.51,1.13,51.22,43.78,2.85,0.82,0.0,0.0,0.2,1.01,96.13,3.67,94.2451,0.0258,3.86
2005,Turkey,TUR,MENA,282.0,76.9,3.67,0.49,1.66,48.29,45.44,2.15,0.33,0.7,0.0,1.43,2.46,95.4,2.48,38.6235,0.0365,4.61
2006,Turkey,TUR,MENA,290.0,77.4,3.74,0.47,3.47,48.24,43.49,0.38,0.93,1.25,0.0,2.24,4.41,95.21,1.31,21.5407,0.0798,4.79
2007,Turkey,TUR,MENA,294.0,78.0,3.77,0.44,0.05,48.66,46.29,0.0,1.76,1.36,0.0,1.88,5.0,95.0,1.76,18.9621,0.0011,5.0
2008,Turkey,TUR,MENA,313.4,78.6,3.99,0.44,0.0,49.04,44.64,2.84,2.07,0.48,0.0,0.93,3.48,93.68,4.91,26.8424,0.0,6.32
2009,Turkey,TUR,MENA,319.7,79.2,4.04,0.42,0.0,48.94,43.95,1.89,0.7,1.52,0.31,2.7,5.22,92.89,2.59,17.761,0.0,7.11
2010,Turkey,TUR,MENA,335.8,79.8,4.21,0.42,1.33,47.52,47.12,0.71,0.55,0.0,1.03,1.73,3.32,95.97,1.26,28.8198,0.0282,4.03
2011,Turkey,TUR,MENA,340.3,80.4,4.24,0.4,1.09,47.21,44.17,0.63,1.45,2.74,0.19,2.51,6.9,92.48,2.08,13.3835,0.0247,7.53
2012,Turkey,TUR,MENA,349.4,80.9,4.32,0.39,0.97,49.51,47.42,0.0,1.29,0.8,0.0,0.0,2.1,97.9,1.29,46.3981,0.0205,2.1
2013,Turkey,TUR,MENA,371.8,81.5,4.56,0.4,0.8,47.41,43.33,1.59,3.24,2.8,0.0,0.84,6.88,91.53,4.83,13.2845,0.0185,8.47
2014,Turkey,TUR,MENA,393.5,82.1,4.79,0.4,1.02,47.54,45.27,2.02,2.06,1.06,0.0,1.02,4.14,93.83,4.08,22.6096,0.0225,6.16
2015,Turkey,TUR,MENA,401.0,82.7,4.85,0.39,1.55,46.66,46.12,0.52,0.56,3.36,0.0,1.24,5.16,94.32,1.08,18.2437,0.0336,5.68
2016,Turkey,TUR,MENA,404.8,83.3,4.86,0.37,0.6,45.53,46.37,0.84,2.33,3.17,0.0,1.16,6.66,92.5,3.17,13.8681,0.0129,7.5
2017,Turkey,TUR,MENA,406.6,83.9,4.85,0.36,0.0,47.21,47.33,0.78,1.99,1.35,0.43,0.9,4.67,94.54,2.77,20.2009,0.0,5.45
2018,Turkey,TUR,MENA,429.0,84.4,5.08,0.36,1.9,45.83,44.31,2.47,0.61,4.66,0.0,0.22,5.49,92.04,3.08,16.7345,0.0429,7.96
2019,Turkey,TUR,MENA,417.5,85.0,4.91,0.34,1.73,44.18,44.9,1.09,2.04,3.54,0.78,1.75,8.11,90.81,3.13,11.1835,0.0385,9.2
2020,Turkey,TUR,MENA,425.3,85.6,4.97,0.33,0.34,45.57,45.59,0.97,0.59,3.77,2.37,0.79,7.53,91.5,1.56,12.1353,0.0075,8.5
2021,Turkey,TUR,MENA,447.5,86.2,5.19,0.33,0.52,43.79,44.48,1.64,1.82,4.1,1.74,1.9,9.57,88.79,3.46,9.2683,0.0117,11.21
2022,Turkey,TUR,MENA,444.8,86.8,5.13,0.32,2.0,44.31,44.14,0.79,0.0,4.64,1.54,2.58,8.76,90.45,0.79,10.3136,0.0453,9.55
2023,Turkey,TUR,MENA,480.3,87.4,5.5,0.33,2.21,46.12,44.27,1.19,0.0,4.59,0.32,1.29,6.2,92.61,1.19,14.913,0.0499,7.39
2024,Turkey,TUR,MENA,489.5,87.9,5.57,0.33,1.02,44.25,43.33,1.87,0.0,4.64,2.05,2.84,9.53,88.6,1.87,9.2872,0.0235,11.4
2025,Turkey,TUR,MENA,496.6,88.5,5.61,0.32,1.7,46.04,44.36,0.98,1.5,4.72,0.18,0.51,6.91,92.1,2.48,13.3092,0.0383,7.89
2026,Turkey,TUR,MENA,499.1,89.1,5.6,0.31,0.0,46.04,45.51,0.65,0.44,5.57,1.8,0.0,7.8,91.55,1.09,11.7222,0.0,8.45
2000,UAE,ARE,MENA,107.6,8.1,13.33,2.67,0.19,51.84,44.66,1.44,0.53,0.0,1.01,0.32,1.86,96.7,1.97,51.7112,0.0043,3.3
2001,UAE,ARE,MENA,115.0,8.1,14.13,2.57,0.0,49.62,46.4,0.63,1.42,0.22,1.34,0.38,3.35,96.02,2.05,28.5774,0.0,3.98
2002,UAE,ARE,MENA,121.5,8.2,14.81,2.47,1.75,49.81,46.29,0.18,1.03,0.28,0.0,0.65,1.96,97.85,1.21,49.6701,0.0378,2.14
2003,UAE,ARE,MENA,128.0,8.3,15.48,2.38,0.42,50.14,44.77,0.68,0.0,0.21,1.15,2.62,3.98,95.34,0.68,23.8947,0.0094,4.66
2004,UAE,ARE,MENA,135.0,8.3,16.2,2.31,0.87,47.08,42.03,2.5,2.92,0.89,2.61,1.11,7.53,89.97,5.42,11.9324,0.0207,10.03
2005,UAE,ARE,MENA,143.0,8.4,17.04,2.27,0.0,48.24,44.7,3.31,0.72,0.1,0.0,2.94,3.76,92.93,4.03,24.6499,0.0,7.07
2006,UAE,ARE,MENA,147.6,8.5,17.45,2.18,1.96,47.42,42.29,0.0,2.67,1.81,0.29,3.57,8.33,91.67,2.67,10.9916,0.0463,8.33
2007,UAE,ARE,MENA,154.2,8.5,18.1,2.13,3.03,49.76,46.04,0.43,0.73,0.0,0.0,0.01,0.74,98.83,1.16,131.7733,0.0658,1.17
2008,UAE,ARE,MENA,161.4,8.6,18.81,2.09,2.02,45.49,45.54,0.26,2.66,1.14,0.0,2.89,6.68,93.06,2.92,13.9103,0.0443,6.94
2009,UAE,ARE,MENA,165.4,8.6,19.13,2.01,2.47,48.7,45.93,0.1,0.9,1.89,0.0,0.0,2.8,97.11,1.0,34.5587,0.0538,2.9
2010,UAE,ARE,MENA,169.9,8.7,19.5,1.95,0.43,49.62,45.56,0.68,0.07,1.34,1.82,0.48,3.71,95.6,0.75,25.6989,0.0094,4.39
2011,UAE,ARE,MENA,180.7,8.8,20.59,1.96,1.72,48.01,45.32,0.27,0.65,2.11,0.0,1.91,4.67,95.06,0.92,20.312,0.0379,4.94
2012,UAE,ARE,MENA,189.0,8.8,21.38,1.94,1.37,46.89,42.57,0.0,2.03,1.98,2.33,2.83,9.17,90.83,2.03,9.8943,0.0322,9.17
2013,UAE,ARE,MENA,195.9,8.9,22.0,1.91,0.48,47.1,43.37,0.98,1.64,3.53,1.36,1.54,8.07,90.95,2.62,11.2562,0.0111,9.05
2014,UAE,ARE,MENA,197.6,9.0,22.04,1.84,3.47,46.7,43.17,0.0,2.46,2.6,0.69,0.91,6.67,93.33,2.46,13.9716,0.0804,6.67
2015,UAE,ARE,MENA,207.3,9.0,22.96,1.84,0.56,47.25,46.37,0.92,1.46,3.29,0.15,0.0,4.91,94.17,2.38,19.1402,0.0121,5.83
2016,UAE,ARE,MENA,211.1,9.1,23.22,1.79,0.0,48.85,45.45,2.29,0.32,3.02,0.0,0.07,3.41,94.3,2.61,27.5731,0.0,5.7
2017,UAE,ARE,MENA,216.5,9.2,23.64,1.75,0.41,47.79,45.59,0.03,0.68,4.0,0.08,1.42,6.18,93.79,0.71,15.1519,0.009,6.21
2018,UAE,ARE,MENA,215.9,9.2,23.42,1.67,1.43,47.94,46.22,0.35,0.46,2.38,0.0,1.22,4.05,95.59,0.81,23.5443,0.0309,4.4
2019,UAE,ARE,MENA,221.7,9.3,23.88,1.65,1.79,44.34,44.64,1.76,0.0,3.34,2.34,1.8,7.48,90.77,1.76,12.1188,0.0401,9.24
2020,UAE,ARE,MENA,224.3,9.3,24.0,1.6,0.0,47.61,45.01,1.72,0.32,3.86,0.24,1.25,5.66,92.62,2.04,16.3351,0.0,7.38
2021,UAE,ARE,MENA,230.3,9.4,24.47,1.58,0.44,46.72,44.76,1.52,1.2,2.47,1.84,1.04,6.55,91.93,2.72,14.0137,0.0098,8.07
2022,UAE,ARE,MENA,236.7,9.5,24.98,1.56,1.12,44.83,43.67,2.09,0.68,5.07,0.93,1.6,8.29,89.63,2.77,10.7988,0.0256,10.38
2023,UAE,ARE,MENA,235.0,9.5,24.64,1.49,1.41,47.09,45.99,0.56,0.36,4.4,0.13,0.06,4.95,94.49,0.92,19.0504,0.0307,5.51
2024,UAE,ARE,MENA,246.8,9.6,25.7,1.51,0.0,43.85,47.0,0.34,2.9,5.02,0.87,0.0,8.8,90.86,3.24,10.3133,0.0,9.14
2025,UAE,ARE,MENA,240.3,9.7,24.86,1.42,0.98,46.07,45.56,1.25,0.0,3.77,0.11,2.27,6.14,92.61,1.25,15.0585,0.0215,7.39
2026,UAE,ARE,MENA,234.1,9.7,24.06,1.34,2.59,44.42,43.93,2.5,0.02,4.97,1.44,0.13,6.56,90.94,2.52,13.8417,0.0589,9.06
2000,Ukraine,UKR,Europe,331.9,32.3,10.28,2.06,16.2,38.54,23.42,12.43,3.85,1.1,0.0,4.48,9.42,78.15,16.28,8.2874,0.6914,21.85
2001,Ukraine,UKR,Europe,319.0,32.6,9.8,1.78,13.19,39.72,24.91,9.64,6.06,0.0,0.71,5.79,12.55,77.81,15.7,6.1951,0.5293,22.19
2002,Ukraine,UKR,Europe,325.8,32.8,9.93,1.65,12.95,39.24,25.44,10.8,6.52,0.41,0.46,4.19,11.58,77.63,17.32,6.698,0.5088,22.38
2003,Ukraine,UKR,Europe,320.9,33.1,9.7,1.49,14.27,39.05,24.9,9.97,5.59,0.36,0.38,5.47,11.81,78.22,15.56,6.6176,0.5729,21.78
2004,Ukraine,UKR,Europe,311.4,33.3,9.35,1.34,11.01,40.27,25.16,11.82,4.81,0.71,1.57,4.65,11.74,76.44,16.63,6.5055,0.4374,23.56
2005,Ukraine,UKR,Europe,309.2,33.6,9.21,1.23,13.06,39.73,25.33,9.86,4.11,0.4,2.04,5.47,12.02,78.12,13.97,6.4938,0.5154,21.88
2006,Ukraine,UKR,Europe,297.1,33.8,8.78,1.1,10.84,37.46,24.8,10.56,5.1,2.39,4.32,4.52,16.34,73.1,15.66,4.4709,0.4369,26.9
2007,Ukraine,UKR,Europe,300.5,34.1,8.82,1.04,11.24,36.24,26.7,11.75,4.07,1.42,2.36,6.21,14.07,74.19,15.82,5.2692,0.4208,25.82
2008,Ukraine,UKR,Europe,298.0,34.3,8.68,0.96,10.81,36.14,27.6,10.48,5.54,2.29,3.6,3.54,14.97,74.55,16.02,4.9766,0.3915,25.45
2009,Ukraine,UKR,Europe,294.7,34.6,8.52,0.9,11.32,39.52,24.06,10.26,4.91,2.61,3.08,4.24,14.84,74.9,15.17,5.0438,0.4703,25.1
